Date,Month,Metro_Week_No,Temperature_Max,Temperature_Min,Relative_Humidity_Morning,Relative_Humidity_Afternoon,Rainfall,No_of_Rainy_Days,Sunshine_Hrs,Wind_Velocity,Evap,year,week,sowing_type,larva_count,time_idx,month2
26-03-2025,Mar-Apr,13,33.20,12.20,77.60,22.70,0.00,0,9.80,3.70,6.90,2025,13,late sowing,0,532,3
02-04-2025,April,14,35.70,14.40,66.90,18.00,0.00,0,10.20,1.70,7.80,2025,14,late sowing,0,533,4
09-04-2025,April,15,33.30,19.10,74.90,36.10,45.80,2,8.90,3.50,7.90,2025,15,late sowing,0,534,4
16-04-2025,April,16,34.40,21.30,75.10,37.00,19.40,2,9.30,2.80,7.60,2025,16,late sowing,0,535,4
23-04-2025,April,17,38.20,18.90,49.10,17.90,0.00,0,9.10,4.20,10.80,2025,17,late sowing,0,536,4
30-04-2025,April-May,18,33.10,22.60,64.70,44.40,45.60,2,6.60,4.80,8.70,2025,18,late sowing,0,537,4
07-05-2025,May,19,35.60,22.90,67.90,31.30,0.00,0,8.90,2.60,8.90,2025,19,late sowing,0,538,5
14-05-2025,May,20,37.90,24.40,60.10,35.60,2.40,0,8.40,4.80,11.60,2025,20,late sowing,0,539,5
21-05-2025,May,21,34.00,24.00,76.60,50.70,37.00,3,7.30,7.50,10.10,2025,21,late sowing,0,540,5
28-05-2025,May-Jun,22,36.90,25.20,66.40,36.30,3.40,1,7.90,3.00,10.60,2025,22,late sowing,0,541,5
04-06-2025,June,23,37.00,24.40,59.90,35.90,11.20,1,7.60,2.10,10.30,2025,23,late sowing,0,542,6
