Date,Month,Metro_Week_No,Temperature_Max,Temperature_Min,Relative_Humidity_Morning,Relative_Humidity_Afternoon,Rainfall,No_of_Rainy_Days,Sunshine_Hrs,Wind_Velocity,Evap,year,week,sowing_type,larva_count,time_idx,month2
12-11-2016,Nov,46,28.34,10.59,90.86,36.86,0.00,0,8.13,2.13,2.76,2016,45,late sowing,0,97,11
19-11-2016,Nov,47,26.61,9.80,93.43,38.14,0.00,0,7.31,2.23,1.94,2016,46,late sowing,0,98,11
26-11-2016,Nov-Dec,48,26.13,11.33,92.57,46.57,0.00,0,4.16,2.60,1.79,2016,47,late sowing,0,99,11
03-12-2016,Dec,49,23.43,11.51,83.24,54.86,0.00,0,4.11,3.07,1.30,2016,48,late sowing,0,100,12
10-12-2016,Dec,50,19.96,9.91,94.43,66.43,0.00,0,2.23,2.70,1.13,2016,49,late sowing,0,101,12
17-12-2016,Dec,51,23.13,6.50,94.57,48.71,0.00,0,6.14,2.34,1.83,2016,50,late sowing,0,102,12
24-12-2016,Dec,52,22.49,8.67,93.43,55.29,11.20,1,5.94,3.64,1.66,2016,51,late sowing,0,103,12
01-01-2017,January,1,22.64,9.34,92.14,52.86,0.00,0,6.33,3.56,1.77,2016,52,late sowing,0,104,1
08-01-2017,January,2,18.20,4.30,92.70,52.10,0.00,0,6.20,4.30,1.40,2017,1,late sowing,0,105,1
14-01-2017,January,3,19.20,7.00,95.30,58.60,0.00,0,4.50,4.90,1.30,2017,2,late sowing,0,106,1
22-01-2017,January,4,22.60,8.50,92.30,55.30,0.00,0,5.30,4.70,1.80,2017,3,late sowing,0,107,1
29-01-2017,Jan-Feb,5,21.20,9.40,93.00,59.70,0.00,0,5.30,3.30,1.60,2017,4,late sowing,0.8,108,1
05-02-2017,February,6,23.20,8.50,92.10,46.60,0.00,0,5.90,5.30,1.90,2017,5,late sowing,2.6,109,2
12-02-2017,February,7,25.20,9.30,90.60,48.70,0.00,0,7.10,2.80,1.60,2017,6,late sowing,2.6,110,2
19-02-2017,February,8,26.90,10.40,91.60,44.60,0.00,0,7.20,5.30,2.80,2017,7,late sowing,4,111,2
26-02-2017,Feb-Mar,9,27.40,9.50,87.10,39.00,0.00,0,8.00,4.40,2.90,2017,8,late sowing,2.4,112,2
05-03-2017,Mar,10,25.90,10.00,86.10,50.00,2.80,1,7.80,5.00,3.30,2017,9,late sowing,4.2,113,3
12-03-2017,Mar,11,25.60,7.90,88.00,35.60,0.00,0,8.40,6.30,3.60,2017,10,late sowing,4,114,3
19-03-2017,Mar,12,30.50,13.90,82.30,38.30,0.00,0,8.30,5.00,3.60,2017,11,late sowing,3.8,115,3
26-03-2017,Mar-Apr,13,34.60,16.90,81.60,33.70,0.00,0,9.10,6.00,4.80,2017,12,late sowing,3.4,116,3
02-04-2017,April,14,35.50,17.60,72.30,27.70,1.00,0,7.30,7.50,6.80,2017,13,late sowing,3.4,117,4
09-04-2017,April,15,35.30,15.10,66.10,20.70,0.00,0,9.50,7.10,7.00,2017,14,late sowing,3.6,118,4
16-04-2017,April,16,36.70,24.50,56.70,40.30,0.00,0,7.90,8.00,7.90,2017,15,late sowing,1,119,4
23-04-2017,April,17,35.50,20.50,60.60,23.00,3.00,1,9.00,8.20,9.00,2017,16,late sowing,0,120,4
30-04-2017,April-May,18,35.50,19.70,55.40,21.00,0.00,0,9.50,6.60,7.70,2017,17,late sowing,0,121,4
07-05-2017,May,19,35.40,23.40,61.90,40.30,0.00,0,10.10,8.10,8.10,2017,18,late sowing,0,122,5
14-05-2017,May,20,38.30,22.80,69.30,36.40,29.00,1,9.10,7.20,8.90,2017,19,late sowing,0,123,5
21-05-2017,May,21,38.00,23.40,69.00,60.00,2.20,1,8.60,10.50,10.70,2017,20,late sowing,0,124,5
28-05-2017,May-Jun,22,37.30,19.60,52.70,21.90,0.00,0,9.10,7.20,7.60,2017,21,late sowing,0,125,5
04-06-2017,June,23,37.00,25.40,66.40,50.00,7.00,1,5.90,8.50,7.80,2017,22,late sowing,0,126,6
11-06-2017,June,24,38.20,24.70,66.10,44.10,10.20,1,9.60,7.30,8.60,2017,23,late sowing,0,127,6
18-06-2017,June,25,35.90,25.60,76.30,54.00,1.00,0,6.80,5.80,6.30,2017,24,late sowing,0,128,6
25-06-2017,June-July,26,35.80,26.40,81.60,63.10,54.80,3,6.40,7.90,7.70,2017,25,late sowing,0,129,6
02-07-2017,July,27,31.00,25.80,93.90,82.90,206.80,7,2.10,5.60,4.80,2017,26,late sowing,0,130,7
09-07-2017,July,28,31.70,25.90,89.60,82.70,72.00,4,4.50,6.10,4.10,2017,27,late sowing,0,131,7
16-07-2017,July,29,33.90,26.20,86.90,77.60,80.40,5,6.60,5.20,4.70,2017,28,late sowing,0,132,7
23-07-2017,July,30,33.20,25.20,88.00,70.10,42.80,3,5.00,8.30,4.30,2017,29,late sowing,0,133,7
30-07-2017,July-Aug.,31,31.20,25.70,91.00,81.70,203.80,6,2.60,6.50,3.70,2017,30,late sowing,0,134,7
06-08-2017,Aug,32,31.80,26.00,91.30,76.90,147.80,5,2.80,5.50,4.70,2017,31,late sowing,0,135,8
13-08-2017,Aug,33,32.70,25.60,91.70,70.60,118.80,1,3.40,6.50,4.20,2017,32,late sowing,0,136,8
20-08-2017,Aug,34,31.80,25.60,87.70,77.10,57.60,2,5.40,4.90,3.70,2017,33,late sowing,0,137,8
27-08-2017,Aug-Sep,35,31.80,25.00,88.90,76.00,129.00,5,4.80,5.00,3.90,2017,34,late sowing,0,138,8
03-09-2017,Sep,36,32.00,24.00,89.70,65.70,56.00,2,7.30,3.40,4.00,2017,35,late sowing,0,139,9
10-09-2017,Sep,37,34.00,25.20,86.30,64.30,0.00,0,8.50,3.00,4.20,2017,36,late sowing,0,140,9
17-09-2017,Sep,38,32.60,24.60,91.60,74.30,168.00,2,5.90,4.00,3.20,2017,37,late sowing,0,141,9
24-09-2017,Sep-Oct,39,32.30,23.40,88.40,65.40,7.20,1,5.40,3.50,3.20,2017,38,late sowing,0,142,9
01-10-2017,Oct,40,33.10,23.80,88.10,61.10,0.00,0,5.20,2.50,2.60,2017,39,late sowing,0,143,10
08-10-2017,Oct,41,33.60,20.30,78.00,47.90,0.00,0,8.30,2.40,3.20,2017,40,late sowing,0,144,10
15-10-2017,Oct,42,33.50,18.00,86.30,50.10,0.00,0,9.00,2.10,3.10,2017,41,late sowing,0,145,10
22-10-2017,Oct,43,30.80,14.50,86.60,46.10,0.00,0,7.90,2.50,2.70,2017,42,late sowing,0,146,10
29-10-2017,Oct-Nov,44,28.40,14.70,89.90,52.60,0.00,0,4.40,1.90,2.30,2017,43,late sowing,0,147,10
05-11-2017,Nov,45,28.70,12.80,93.90,51.60,0.00,0,4.80,1.30,2.00,2017,44,late sowing,0,148,11
12-11-2017,Nov,46,27.90,11.30,86.00,40.10,0.00,0,6.90,2.50,2.00,2017,45,late sowing,0,149,11
19-11-2017,Nov,47,26.10,8.60,92.60,43.10,0.00,0,7.30,4.20,2.50,2017,46,late sowing,0,150,11
26-11-2017,Nov-Dec,48,24.70,7.80,92.00,47.90,0.00,0,7.10,1.80,1.90,2017,47,late sowing,0,151,11
03-12-2017,Dec,49,23.30,10.90,93.10,60.40,0.00,0,3.70,2.50,1.60,2017,48,late sowing,0,152,12
10-12-2017,Dec,50,23.10,11.40,93.90,65.90,2.80,1,5.00,5.50,1.60,2017,49,late sowing,0,153,12
17-12-2017,Dec,51,21.30,8.30,95.30,63.90,0.00,0,5.60,3.00,1.40,2017,50,late sowing,0,154,12
24-12-2017,Dec,52,22.50,7.20,96.00,65.60,0.00,0,6.20,1.80,1.00,2017,51,late sowing,0,155,12
01-01-2018,Jan,1,15.20,6.00,94.90,81.40,0.00,0,2.50,3.00,0.80,2018,1,late sowing,0,156,1
08-01-2018,Jan,2,12.90,5.30,95.10,79.00,0.00,0,1.20,2.60,0.80,2018,2,late sowing,0,157,1
15-01-2018,Jan,3,20.20,4.20,93.30,65.10,0.00,0,5.50,2.70,1.20,2018,3,late sowing,2,158,1
22-01-2018,Jan,4,18.60,6.40,93.60,70.00,6.80,1,3.60,4.20,1.10,2018,4,late sowing,1,159,1
29-01-2018,Jan-Feb,5,20.60,6.90,94.40,60.10,0.00,0,5.80,3.90,1.20,2018,5,late sowing,3,160,1
05-02-2018,Feb,6,23.20,5.60,95.30,50.40,0.00,0,6.40,5.40,1.80,2018,6,late sowing,4,161,2
12-02-2018,Feb,7,23.00,9.20,92.70,60.70,4.00,1,6.10,5.30,1.90,2018,7,late sowing,9,162,2
19-02-2018,Feb,8,26.90,11.50,89.40,50.90,0.00,0,7.70,3.00,2.30,2018,8,late sowing,12,163,2
26-02-2018,Feb-Mar,9,28.70,11.50,90.90,44.30,0.00,0,7.50,5.60,3.10,2018,9,late sowing,10,164,2
05-03-2018,Mar,10,29.50,10.70,91.90,39.00,0.00,0,8.80,5.50,4.00,2018,10,late sowing,14,165,3
12-03-2018,Mar,11,31.10,11.80,81.30,43.60,0.00,0,8.50,4.90,4.30,2018,11,late sowing,12,166,3
19-03-2018,Mar,12,31.90,12.70,82.90,40.00,0.00,0,9.00,4.60,4.30,2018,12,late sowing,14,167,3
26-03-2018,Mar-Apr,13,33.60,14.50,78.30,46.70,0.00,0,8.20,5.30,5.80,2018,13,late sowing,22,168,3
02-04-2018,Apr,14,33.40,18.70,78.40,52.30,29.20,1,8.00,5.20,6.00,2018,14,late sowing,24,169,4
09-04-2018,Apr,15,31.30,16.20,80.60,48.60,13.00,1,6.40,4.60,4.80,2018,15,late sowing,18,170,4
16-04-2018,Apr,16,37.20,17.20,73.00,19.00,0.00,0,9.40,6.10,7.40,2018,16,late sowing,0,171,4
23-04-2018,Apr,17,36.20,19.50,65.00,36.00,0.00,0,9.20,7.10,7.70,2018,17,late sowing,0,172,4
30-04-2018,Apr-May,18,35.10,21.90,69.00,40.00,2.80,1,9.00,9.60,7.30,2018,18,late sowing,0,173,4
07-05-2018,May,19,37.00,21.10,67.00,32.00,0.00,0,8.40,7.50,8.30,2018,19,late sowing,0,174,5
14-05-2018,May,20,35.60,23.10,76.30,51.90,5.80,1,8.40,7.60,7.90,2018,20,late sowing,0,175,5
21-05-2018,May,21,39.70,22.50,65.10,34.30,0.00,0,9.30,7.80,9.40,2018,21,late sowing,0,176,5
28-05-2018,May-Jun,22,35.50,23.00,69.70,55.40,38.40,3,7.10,9.60,8.30,2018,22,late sowing,0,177,5
04-06-2018,Jun,23,35.10,26.00,82.10,63.70,87.60,2,7.70,7.50,8.00,2018,23,late sowing,0,178,6
11-06-2018,Jun,24,34.60,26.20,84.90,63.10,42.80,2,5.20,5.00,5.70,2018,24,late sowing,0,179,6
18-06-2018,Jun,25,37.20,26.10,76.40,44.70,0.00,0,7.90,6.00,6.80,2018,25,late sowing,0,180,6
25-06-2018,Jun-Jul,26,35.90,26.60,80.70,67.70,18.20,1,6.40,7.50,7.30,2018,26,late sowing,0,181,6
02-07-2018,Jul,27,32.60,25.40,90.00,70.00,180.80,3,6.00,3.50,5.60,2018,27,late sowing,0,182,7
09-07-2018,Jul,28,32.50,26.00,88.00,78.40,173.20,3,3.10,6.10,4.20,2018,28,late sowing,0,183,7
16-07-2018,Jul,29,33.30,26.90,82.10,73.10,79.60,2,6.70,3.70,6.60,2018,29,late sowing,0,184,7
23-07-2018,Jul,30,31.20,25.70,91.00,80.00,169.00,4,2.20,5.60,4.60,2018,30,late sowing,0,185,7
30-07-2018,Jul-Aug,31,29.70,24.10,93.60,84.00,218.10,6,1.00,2.20,3.50,2018,31,late sowing,0,186,7
06-08-2018,Aug,32,30.90,24.90,90.40,79.70,126.40,3,3.60,2.60,4.30,2018,32,late sowing,0,187,8
13-08-2018,Aug,33,31.90,26.10,89.00,71.70,73.40,1,4.00,1.50,3.30,2018,33,late sowing,0,188,8
20-08-2018,Aug,34,30.90,25.50,95.10,83.00,160.80,5,3.20,1.10,4.40,2018,34,late sowing,0,189,8
27-08-2018,Aug-Sep,35,30.70,25.50,92.40,81.00,86.80,3,2.00,3.30,2.70,2018,35,late sowing,0,190,8
03-09-2018,Sep,36,32.30,25.30,90.40,76.30,76.60,2,4.70,5.30,3.90,2018,36,late sowing,0,191,9
10-09-2018,Sep,37,31.90,24.30,93.00,77.60,15.60,2,5.60,6.10,3.90,2018,37,late sowing,0,192,9
17-09-2018,Sep,38,32.10,22.60,90.10,73.40,49.20,1,6.80,6.60,4.00,2018,38,late sowing,0,193,9
24-09-2018,Sep,39,30.40,22.00,91.30,69.70,80.60,1,4.60,5.40,3.10,2018,39,late sowing,0,194,9
01-10-2018,Oct,40,32.60,18.50,84.30,60.10,0.00,0,9.10,4.60,4.00,2018,40,late sowing,0,195,10
08-10-2018,Oct,41,30.90,17.10,82.70,61.40,2.60,0,7.30,4.70,3.50,2018,41,late sowing,0,196,10
15-10-2018,Oct,42,30.70,14.30,86.90,59.10,0.00,0,7.80,3.50,3.30,2018,42,late sowing,0,197,10
22-10-2018,Oct,43,29.60,12.00,90.40,50.70,0.00,0,8.30,3.40,3.10,2018,43,late sowing,0,198,10
29-10-2018,Oct-Nov,44,29.90,13.70,87.70,54.30,4.20,1,7.10,3.20,2.70,2018,44,late sowing,0,199,10
05-11-2018,Nov,45,27.50,11.70,93.90,54.00,0.00,0,7.70,2.80,2.40,2018,45,late sowing,0,200,11
12-11-2018,Nov,46,26.50,11.80,93.30,63.10,0.00,0,6.50,2.30,2.20,2018,46,late sowing,0,201,11
19-11-2018,Nov,47,26.30,10.50,93.40,54.30,0.00,0,7.70,1.80,2.60,2018,47,late sowing,0,202,11
26-11-2018,Nov-Dec,48,26.40,10.70,94.60,60.60,0.00,0,6.40,1.90,2.30,2018,48,late sowing,0,203,11
03-12-2018,Dec,49,23.80,7.80,92.60,61.00,0.00,0,6.20,1.80,2.00,2018,49,late sowing,0,204,12
10-12-2018,Dec,50,22.60,6.60,94.60,60.40,0.80,0,6.30,1.90,2.00,2018,50,late sowing,0,205,12
17-12-2018,Dec,51,22.50,5.00,96.60,50.70,0.00,0,6.80,2.00,1.90,2018,51,late sowing,0,206,12
24-12-2018,Dec,52,20.30,2.70,97.10,51.90,0.00,0,6.70,2.00,1.50,2018,52,late sowing,0,207,12
01-01-2019,Jan,1,21.30,6.10,91.00,60.30,0.00,0,6.00,1.71,1.60,2019,1,late sowing,0,208,1
08-01-2019,Jan,2,21.60,5.70,94.40,57.00,0.00,0,5.70,1.45,1.70,2019,2,late sowing,0.67,209,1
15-01-2019,Jan,3,21.70,5.70,93.00,53.00,0.00,0,6.10,1.20,1.80,2019,3,late sowing,1.67,210,1
22-01-2019,Jan,4,20.50,8.60,88.40,49.90,14.20,1,3.80,4.30,2.10,2019,4,late sowing,1.67,211,1
29-01-2019,Jan-Feb,5,20.90,7.00,92.90,63.10,0.00,0,6.10,1.60,1.80,2019,5,late sowing,1.33,212,1
05-02-2019,Feb,6,21.10,9.10,94.90,65.90,15.00,1,4.70,3.40,2.10,2019,6,late sowing,0,213,2
12-02-2019,Feb,7,22.70,10.80,93.60,63.60,12.00,1,4.80,2.80,1.90,2019,7,late sowing,0.33,214,2
19-02-2019,Feb,8,24.30,11.20,91.90,63.70,3.20,1,4.60,2.80,2.40,2019,8,late sowing,0.33,215,2
26-02-2019,Feb-Mar,9,21.50,9.00,92.10,68.70,6.80,1,5.70,2.20,2.60,2019,9,late sowing,0,216,2
05-03-2019,Mar,10,26.00,8.90,88.30,50.00,0.00,0,9.40,2.20,3.60,2019,10,late sowing,0.33,217,3
12-03-2019,Mar,11,28.00,11.20,89.10,46.90,2.60,0,6.40,1.80,3.10,2019,11,late sowing,4,218,3
19-03-2019,Mar,12,30.70,11.70,85.40,40.60,0.00,0,9.10,1.20,4.80,2019,12,late sowing,1.33,219,3
26-03-2019,Mar-Apr,13,32.50,15.50,84.90,49.90,0.00,0,7.70,1.60,4.50,2019,13,late sowing,0.67,220,3
02-04-2019,Apr,14,33.30,18.00,70.40,43.30,0.00,0,8.40,4.20,5.90,2019,14,late sowing,4.33,221,4
09-04-2019,Apr,15,35.70,17.30,74.00,31.70,3.20,1,9.10,4.90,7.10,2019,15,late sowing,4.33,222,4
16-04-2019,Apr,16,33.20,17.80,72.40,36.00,11.20,1,7.70,4.40,6.00,2019,16,late sowing,6.33,223,4
23-04-2019,Apr,17,38.30,20.00,63.00,25.10,0.00,0,10.00,5.60,9.00,2019,17,late sowing,8,224,4
30-04-2019,Apr-May,18,38.70,21.10,70.30,17.70,0.00,0,9.90,7.10,10.10,2019,18,late sowing,7,225,4
07-05-2019,May,19,40.70,19.60,51.10,16.10,0.00,0,10.20,8.10,10.10,2019,19,late sowing,0,226,5
14-05-2019,May,20,37.20,22.40,64.90,31.30,0.00,0,7.10,7.20,9.30,2019,20,late sowing,0,227,5
21-05-2019,May,21,40.00,21.40,57.40,17.10,0.00,0,9.90,7.30,10.10,2019,21,late sowing,0,228,5
28-05-2019,May-Jun,22,40.10,23.00,50.10,28.30,0.00,0,9.80,8.70,11.10,2019,22,late sowing,0,229,5
04-06-2019,Jun,23,38.90,26.00,63.40,37.00,23.40,1,10.00,6.90,10.10,2019,23,late sowing,0,230,6
11-06-2019,Jun,24,39.00,25.10,69.30,36.40,18.40,1,9.40,8.60,10.90,2019,24,late sowing,0,231,6
18-06-2019,Jun,25,35.90,24.20,76.60,52.10,62.20,2,8.20,7.00,7.20,2019,25,late sowing,0,232,6
25-06-2019,Jun-Jul,26,34.60,25.60,76.90,54.40,153.00,1,8.50,5.00,7.20,2019,26,late sowing,0,233,6
02-07-2019,Jul,27,33.90,26.10,79.10,68.60,30.80,3,4.70,4.70,5.20,2019,27,late sowing,0,234,7
09-07-2019,Jul,28,31.00,25.30,94.60,75.60,144.90,5,1.50,5.00,4.20,2019,28,late sowing,0,235,7
16-07-2019,Jul,29,32.70,25.70,84.30,64.30,41.20,1,5.40,3.00,4.20,2019,29,late sowing,0,236,7
23-07-2019,Jul,30,32.40,26.50,84.90,71.00,16.80,3,3.80,6.70,4.60,2019,30,late sowing,0,237,7
30-07-2019,Jul-Aug,31,33.30,26.00,88.10,67.40,108.20,4,4.80,5.00,4.90,2019,31,late sowing,0,238,7
06-08-2019,Aug,32,32.70,25.80,88.10,70.10,116.50,3,5.10,3.80,4.70,2019,32,late sowing,0,239,8
13-08-2019,Aug,33,32.00,25.40,89.30,74.10,51.20,4,5.20,5.80,4.80,2019,33,late sowing,0,240,8
20-08-2019,Aug,34,32.30,24.70,89.90,65.60,37.80,1,5.30,2.40,4.10,2019,34,late sowing,0,241,8
27-08-2019,Aug-Sep,35,33.80,25.70,85.60,66.10,174.60,2,6.10,1.90,4.50,2019,35,late sowing,0,242,8
03-09-2019,Sep,36,33.10,25.30,90.00,72.00,112.20,2,5.80,3.50,4.30,2019,36,late sowing,0,243,9
10-09-2019,Sep,37,33.10,25.70,89.40,69.90,7.80,1,5.50,3.50,4.30,2019,37,late sowing,0,244,9
17-09-2019,Sep,38,32.10,22.40,88.10,62.40,14.20,2,7.00,4.50,3.60,2019,38,late sowing,0,245,9
24-09-2019,Sep,39,30.90,23.00,88.00,65.10,6.20,1,6.10,1.80,3.60,2019,39,late sowing,0,246,9
01-10-2019,Oct,40,30.90,21.30,92.30,57.30,0.00,0,7.60,1.90,2.90,2019,40,late sowing,0,247,10
08-10-2019,Oct,41,31.90,18.80,88.10,47.30,0.00,0,8.60,2.40,3.20,2019,41,late sowing,0,248,10
15-10-2019,Oct,42,31.00,18.00,85.70,49.60,0.00,0,6.00,1.20,2.70,2019,42,late sowing,0,249,10
22-10-2019,Oct,43,29.60,16.20,91.90,46.70,0.00,0,6.50,2.20,2.80,2019,43,late sowing,0,250,10
29-10-2019,Oct-Nov,44,29.20,17.10,89.40,57.10,0.00,0,1.20,2.40,2.00,2019,44,late sowing,0,251,10
05-11-2019,Nov,45,29.10,14.00,85.30,43.70,0.00,0,6.00,2.70,2.40,2019,45,late sowing,0,252,11
12-11-2019,Nov,46,29.00,13.30,91.40,44.30,0.00,0,6.60,3.20,2.20,2019,46,late sowing,0,253,11
19-11-2019,Nov,47,25.00,11.50,94.00,47.30,0.00,0,4.70,1.80,2.10,2019,47,late sowing,0,254,11
26-11-2019,Nov-Dec,48,25.60,11.50,91.60,54.00,29.20,1,6.30,3.50,2.60,2019,48,late sowing,0,255,11
03-12-2019,Dec,49,23.80,8.30,94.60,46.90,0.00,0,7.20,1.40,1.90,2019,49,late sowing,0,256,12
10-12-2019,Dec,50,20.80,9.80,94.30,62.00,79.80,2,5.00,4.60,3.20,2019,50,late sowing,0,257,12
17-12-2019,Dec,51,15.40,9.30,94.90,78.40,0.00,0,2.10,5.60,1.30,2019,51,late sowing,0,258,12
24-12-2019,Dec,52,12.50,5.90,96.40,79.30,0.00,0,1.60,3.40,1.10,2019,52,late sowing,0,259,12
01-01-2020,Jan,1,20.10,7.50,92.00,59.70,11.40,2,5.00,2.10,2.00,2020,1,late sowing,0,260,1
08-01-2020,Jan,2,14.30,8.30,95.40,81.10,28.20,1,1.20,2.20,1.40,2020,2,late sowing,0,261,1
15-01-2020,Jan,3,18.10,9.90,94.60,78.60,48.10,2,3.30,1.20,1.70,2020,3,late sowing,0,262,1
22-01-2020,Jan,4,17.70,6.80,92.70,70.70,0.70,0,4.20,1.80,1.70,2020,4,late sowing,0.33,263,1
29-01-2020,Jan-Feb,5,18.00,6.00,94.70,63.60,29.80,2,5.30,2.80,2.70,2020,5,late sowing,0,264,1
05-02-2020,Feb,6,20.90,4.00,96.60,44.90,0.00,0,8.60,1.70,2.40,2020,6,late sowing,0,265,2
12-02-2020,Feb,7,22.90,8.40,94.40,62.30,0.00,0,6.90,1.80,2.90,2020,7,late sowing,0,266,2
19-02-2020,Feb,8,24.20,11.90,93.30,57.30,23.20,2,6.00,3.10,3.00,2020,8,late sowing,0,267,2
26-02-2020,Feb-Mar,9,24.90,11.30,92.40,57.60,0.00,0,6.50,1.20,2.80,2020,9,late sowing,0,268,2
05-03-2020,Mar,10,23.90,12.00,89.70,60.70,29.50,3,6.70,3.90,3.60,2020,10,late sowing,0,269,3
12-03-2020,Mar,11,26.00,13.10,85.40,48.60,15.60,1,7.80,3.40,3.50,2020,11,late sowing,0.33,270,3
19-03-2020,Mar,12,28.80,34.50,84.60,43.40,0.00,0,9.30,1.60,3.80,2020,12,late sowing,1.2,271,3
26-03-2020,Mar-Apr,13,29.40,14.90,88.00,34.70,1.00,0,8.30,4.50,4.80,2020,13,late sowing,2,272,3
02-04-2020,April,14,32.90,13.20,77.60,26.40,0.00,0,10.50,3.80,6.50,2020,14,late sowing,0.6,273,4
09-04-2020,April,15,35.30,16.60,70.70,26.70,0.00,0,9.20,1.50,6.60,2020,15,late sowing,0.6,274,4
16-04-2020,April,16,34.90,19.40,57.10,29.60,0.00,0,6.50,2.50,6.60,2020,16,late sowing,0.6,275,4
23-04-2020,April,17,31.80,19.20,64.40,48.00,70.80,1,7.20,3.70,5.40,2020,17,late sowing,1,276,4
30-04-2020,April-May,18,31.70,20.40,74.30,45.30,7.90,1,8.40,3.80,5.40,2020,18,late sowing,0.4,277,4
07-05-2020,May,19,32.30,19.90,69.00,49.30,50.40,2,9.10,2.90,6.20,2020,19,late sowing,1.13,278,5
14-05-2020,May,20,36.80,18.70,65.00,25.10,0.00,0,11.20,3.50,7.10,2020,20,late sowing,0.6,279,5
21-05-2020,May,21,38.80,23.00,62.90,30.00,0.00,0,11.40,3.20,9.40,2020,21,late sowing,0,280,5
28-05-2020,May-Jun,22,32.80,22.00,81.00,54.10,70.20,3,6.20,4.40,6.50,2020,22,late sowing,0,281,5
04-06-2020,June,23,33.90,24.10,73.70,52.40,0.00,0,8.00,2.00,5.60,2020,23,late sowing,0,282,6
11-06-2020,June,24,35.20,26.80,76.40,54.90,25.60,2,7.40,2.20,6.30,2020,24,late sowing,0,283,6
18-06-2020,June,25,33.10,25.10,83.40,66.30,91.00,4,7.00,1.90,5.90,2020,25,late sowing,0,284,6
25-06-2020,June-July,26,32.90,26.60,88.30,68.40,38.40,2,3.90,2.40,5.90,2020,26,late sowing,0,285,6
02-07-2020,July,27,32.10,25.60,87.60,74.30,182.00,4,3.90,3.50,6.00,2020,27,late sowing,0,286,7
09-07-2020,July,28,33.30,25.80,87.10,65.40,18.80,2,5.50,1.50,5.30,2020,28,late sowing,0,287,7
16-07-2020,July,29,32.80,26.20,89.40,69.30,32.00,2,5.50,2.40,5.20,2020,29,late sowing,0,288,7
23-07-2020,July,30,32.30,25.70,89.40,78.30,151.70,5,4.30,1.90,6.40,2020,30,late sowing,0,289,7
30-07-2020,July-Aug.,31,31.50,26.30,90.60,71.40,18.20,1,2.50,0.90,4.00,2020,31,late sowing,0,290,7
06-08-2020,Aug,32,32.50,26.80,89.30,75.70,54.20,3,3.90,1.70,5.50,2020,32,late sowing,0,291,8
13-08-2020,Aug,33,31.90,26.20,93.10,76.00,94.00,4,3.00,1.50,4.00,2020,33,late sowing,0,292,8
20-08-2020,Aug,34,32.00,25.80,85.30,66.90,10.30,2,6.70,1.80,5.20,2020,34,late sowing,0,293,8
27-08-2020,Aug-Sep,35,32.10,25.40,88.10,70.30,91.00,4,7.50,1.80,5.80,2020,35,late sowing,0,294,8
03-09-2020,Sep,36,34.00,25.70,87.60,61.00,0.00,0,8.10,0.90,5.50,2020,36,late sowing,0,295,9
10-09-2020,Sep,37,34.10,25.60,91.60,65.00,27.60,2,6.80,1.60,5.70,2020,37,late sowing,0,296,9
17-09-2020,Sep,38,34.20,24.60,90.30,63.00,18.50,1,6.80,2.20,4.60,2020,38,late sowing,0,297,9
24-09-2020,Sep-Oct,39,32.60,22.80,90.60,61.70,10.20,1,6.80,2.30,4.30,2020,39,late sowing,0,298,9
01-10-2020,Oct,40,34.20,21.30,88.70,52.70,0.00,0,8.90,0.70,4.50,2020,40,late sowing,0,299,10
08-10-2020,Oct,41,34.00,19.20,83.40,47.60,0.00,0,9.10,0.70,4.10,2020,41,late sowing,0,300,10
15-10-2020,Oct,42,33.00,17.40,87.70,47.00,0.00,0,7.90,1.10,3.70,2020,42,late sowing,0,301,10
22-10-2020,Oct,43,31.00,13.10,85.40,39.90,0.00,0,7.00,1.80,3.70,2020,43,late sowing,0,302,10
29-10-2020,Oct-Nov,44,30.40,12.40,91.60,37.40,0.00,0,4.30,1.40,3.40,2020,44,late sowing,0,303,10
05-11-2020,Nov,45,28.50,12.30,88.60,37.10,0.00,0,6.30,1.30,3.50,2020,45,late sowing,0,304,11
12-11-2020,Nov,46,28.50,11.30,92.10,36.30,0.00,0,8.10,1.90,3.00,2020,46,late sowing,0,305,11
19-11-2020,Nov,47,25.10,8.70,92.90,43.10,0.00,0,7.50,2.20,2.90,2020,47,late sowing,0,306,11
26-11-2020,Nov-Dec,48,25.00,8.60,93.90,42.40,0.00,0,6.10,1.00,2.20,2020,48,late sowing,0,307,11
03-12-2020,Dec,49,25.70,10.10,94.00,50.00,0.00,0,6.40,1.30,2.70,2020,49,late sowing,0,308,12
10-12-2020,Dec,50,20.80,9.70,93.40,66.60,2.50,1,3.30,3.40,1.70,2020,50,late sowing,0,309,12
17-12-2020,Dec,51,16.00,4.10,95.30,65.40,0.00,0,3.10,2.50,1.00,2020,51,late sowing,0,310,12
24-12-2020,Dec,52,20.80,4.10,96.30,54.50,0.00,0,5.40,1.90,1.50,2020,52,late sowing,0,311,12
01-01-2021,Jan,1,20.30,9.20,94.30,62.00,18.60,3,3.10,2.80,2.10,2020,53,late sowing,0.33,312,1
08-01-2021,Jan,2,18.70,8.70,96.70,71.60,0.00,0,3.90,5.60,2.00,2021,1,late sowing,0.47,313,1
15-01-2021,Jan,3,18.20,7.50,95.90,69.30,0.00,0,3.70,2.70,1.70,2021,2,late sowing,0,314,1
